lyric,class
"And it's gon' be a robbery, so tuck ya chain",0
"f***, come hold me, come hold me, come hold me",1
I wear jewelry and I got that chocolate coloring,0
"These n****s disease, don't speak, we squeeze",0
It's not gonna work for you,0
20 racks a table cut from ebony,1
I'm blowing strong,0
Gunna drippin' with Uzi and Slime (Slime),0
"When I'm ridin' off on my side, best believe I got the scoop (My side)",0
"(Taste, taste), let you get a taste",0
"Bite like tarantula, b****, I'm an animal",0
But I'm still smokin' that loud,0
I could dance like Michael Jackson (Jackson),0
Now we've got problems,1
"Travis Mendes, Altered State",1
Diles que conmigo te vas (Wuh),1
We see eye to eye,0
"Kevin Gates, Jam",1
"Yeah, I know you got some things that you could show me (Yeah, yeah)",1
"Palm trees, oceans, fresh air, that can break your heart",0
"Thank you, next (Next)",1
"If you want my future, forget my past",1
"Cock up yuh bumper, sit down pon it",1
Can't take the pain,1
"Ooh, looking 'round a crowded room",1
In a state of bliss 'cause I said his godd*** name,0
"He try do what I do, but we not even",0
"n****, f*** the opps, I'm poppin' (Yeah)",0
Xans got me dizzy,0
If you don't jump to put jeans on,0
"If you let that broke n**** f***, we tellin' (Rich sex)",0
"I could make a hundred right now, give it all to the troops (Troops)",0
"Sundress, nothing underneath as we undress (Woo!)",1
"Wifi lit, wifi lit",0
What's up with you? I grew up with you,0
"Mmm, and nothing breaks like a heart",1
In a lil' teeny 'kini s*** 'cause she love to sunbathe (Bathe),1
"Is blowin', is blowin'",1
"You see the whip pullin' up, it's like ""skrrt"" (Like skrrt)",0
Get the genie out the bottle,0
These rooms got a lot of space,1
We in Suburbans back to back and we gon' fill 'em up with vibes,0
I put a tracking device on your Chrysler,0
Hop out the whip and we gon' run you down,0
"Wake up, Versace my b****",0
I went through your phone last night,0
"Mmh, that Lil Top, yeah, mmh, that Lil Top, yeah",0
"When we decided, we decided",1
"Someday, these will be the good old days",0
"I need a girl like you, yeah yeah",1
And I'm speechless,1
"(Oh, oh, oh, oh)",1
On est samedi soir et je serai pas longue,1
When you n****s thinkin' small in the mall with a rat (Rat),0
Tell me if I won,1
The storm may come,0
We made these memories for ourselves,1
"Nah to the ah to the no, no, no",1
(I got love for you),1
Run it up and show love to my city,0
Under clouds of marijuana,1
"She wanna Netflix and chill, f*** off the pill",0
For the cash I'ma turn to Michael Myers,0
Is it like the ocean?,1
"Monday, Tuesday, Wednesday",1
"Don't touch two things, my hair or my paper (Woo)",0
I'm gonna take my horse to the old town road,0
"This ain't no guitar, b****, this a Glock (Woo)",0
Is it over yet? Hmm,1
"Let's get ugly, dysfunctional (Let's get ugly, dysfunctional)",1
"(Yes, yes), do you love the taste?",0
"Untouchable, untouchable",1
I swear my money get serious,0
"Back for a minute, into the kitchen",1
"Hoppin' out the jet, Lears (Lear)",0
"Oh, we don't talk anymore, like we used to do",1
My instability's trademark,0
You look as good as the day I met you,1
Why I got you on my mind,1
"Sorry, I ain't sorry",1
"Would you rescue me? Ah, would you rescue me?",1
Dreams of f***in' one of these little rappers,0
You always know just what to say,1
On the road where I had it hard at,0
We are the new Americana,1
"What you call a holiday (Ooh), I call another day (Yeah)",0
"Ride with Minaj, mmh Mashallah",0
And the strongest drug of them all,0
"I'm stuck with you, stuck with you, stuck with you",1
'Cause I don't know who's out there watchin',0
"They say you ain't wifey type, but I don't care, I want you",0
"Cross my heart, hope to die",0
"Facts, you know what I'm sayin'?",0
I'm busting bucks in a Bentley Bentayga,0
And she f*** with me because I am the one,0
"I found your vibe (Vibe), and I, and I found my high (My high), yeah",0
"Got a bad b**** with me, she a Barbie, huh",0
"Whole team full of queens, gotta keep their eyes on me (Queen)",0
"Black van, pull up to your momma crib, boy",0
"Jump in that water, be free",1
Danced 'til four,1
"Sike, hope she don't notice me goin' through her purse",0
"Yo quiero, yo quiero dinero, ay",1
And I remember everything,1
Starin' at you standin' there in that dress,1
I know I can treat you better,1
"But we in this b****, b****, I'm not no lame",1
Some older n**** told me to start votin',0
"Body on my, losin' all my innocence, yeah",1
I'm a real big baller 'cause I made a million dollars,1
"I praise the Lord, then break the law",0
But are you on ten yet?,0
"A b**** DM for the d***, but I probably wouldn't hit",0
"My youth, my youth, my youth",1
"I'm so much like my father, you would think that I knew him",0
"Sit still, look pretty",1
I brought my strap in the party,0
And get some more,1
I just heard you found the one you've been looking,1
"It's not me and you, it's not me it's you",0
Now that I'm without your kisses,1
I miss you in my front seat,1
She wild and been dangerous (go up),0
"When I was bending the block with the lasers out, they thought it was Christmas",0
"Nice to meet ya, rrrr",1
(Murda on the beat),0
I'm gonna take my horse to the old town road,0
"Same way you could diss, but you wouldn't, though",0
Look like I'm standing in the Nile,0
"Baby, you don't have to rush",1
"f***ed her in a helicopter, now she screamin', ""Sky's the limit""",0
You do it (Ayy),0
Quiet when I'm coming home and I'm on my own,1
We used to tell each other everything (Everything),0
"Memories bring back, memories bring back you",1
"Bad b**** from the woods, I think she a hunter",0
"They asked me what I call millions, comin' soon",0
If you knew the places that I've been?,1
Wonder if you're rolling up a Backwoods for someone else,1
"2 Chainz, Smell Like Money",1
"And you push me away, push me away, yeah",1
Don't know what to do (Yeah),0
"See, that's my down b****, see that's my soldier",0
They won't tell me what not to say (Nope!),0
"Say the word, on my way",1
Awake 'til dawn,1
Then I realize she's right there,1
And you know where I live,1
"Mix my cup and twist one up, I love that ratchet s***",0
"Drinkin' that pineapple juice, yeah",0
"My bro on a steamin' stove, cookin' crack like grits",0
"I'm a young CEO, Suge (Yeah)",0
"Yeah, yeah, yeah, I let it go",0
"Hold on, oh yeah, oh",1
"Is moving so slow, I watch it go by",1
Still bitter after everyone loves you,0
"The party's on, so they're headin' downtown ('Round here)",1
"I'm on some ""f*** a retweet,"" most people is sheep",0
"I'm from the trench, I got the dirty money rinsed (Oh)",0
Just play piano and stick to karate,0
"I'm lovin', I'm livin', I'm pickin' it up",1
'Cause moments like these are to die for,0
From the breaking of the day to the middle of the night,1
"Cocked, f*** around and catch a hot one",0
I'm the n**** make your b**** wanna drop (Yeah),0
In my mama green a** van,0
(The way that you feel),1
"On an old Mustang, where we sang",1
Have I sacrificed for fame?,0
"If I do, there's no coming back",1
"Tears aren't strong enough, the years aren't long enough, no",1
"f*** the Franck Mueller, I jump out the jeweler again",0
"The petty king, the overseer of many things",0
"Smoke a lot of trees, need a weed plant (Weed plant)",0
You're drippin' like a saturated sunrise,1
Pain inside me got me thinkin' 'bout me,0
How you let your friends encourage you to try and talk to me,1
"You cop it live, boy, I got it all on film",0
"Yeah, take me to the top",1
Why am I so in love?,0
Keep getting the feeling you wanna leave this all behind,1
Hot Americana rain fallin',1
"New buddies, new haters, new a**, new boobs",0
Just tryna change your life,0
Parents must be so proud,1
When it go cold make you sweat,0
"Run away, but we're running in circles",1
"I f*** with your ho, yeah, I'm fit for it",0
Broke down and put myself back together again,1
Getting washed away in you,1
Nobody's even lookin' me in my eyes,1
Type of money you gon' need a safe,0
"Lonely days, I'm feeling",1
Tyga & YG wanna Boricua p****,0
"And I'm in that Bugatti, movin' two hundred (Bah)",0
'Cause it ain't enough,1
"Head way down with me, know that she proud of me",0
Pull up if you're feeling lonely,0
"That's who I'm doin' it for, the rest I don't really even care",0
Don't say a word while we dance with the devil (uh),1
"Being stuck with you, stuck with you, stuck with you",1
And I'm down for you always,0
"Like you couldn't play games too, hey, okay",0
And a million miles,1
"OG's said, ""You f***in' the block up""",0
"Yeah, yeah (Yeah), yeah, yeah (Yeah)",0
With voicemails on third rings f***ing me up,0
"Doin' it all night, all summer",1
"She like how I smell, cologne (Yeah)",0
"Suicide if you ever try to let go, uh",0
"Patron of the New, I had put the drip on",0
"'Bout to get f***ed up on margarita with two limes, yeah",0
"Oh, ain't that somethin'?",0
You never gave up on me (Why don't you?),1
I'd rather try to buy the moon and breathe freely,0
"So high, so high",1
"Automatic (Auto), automatics, in the trunk",0
"In You, I find my worth; in You, I find my identity",1
"Minibars, expensive cars",1
"Designer clothes (Clothes), fashion shows (Shows)",0
You ain't never seen pastry dough (Yeah),0
"Head tight, yeah, I did that, yeah, I live that",0
"Red bottom MJ, moonwalk on a b****",0
"17. Don Toliver, Heaven Or Hell",1
We can all get some,1
"You think that you're better off dead, yeah (Woah)",0
For the hours and another life breathin',1
"Do anything for clout (Clout, do this, woo woo)",0
"Know my boys comin', you know they mean business",0
"She keep that booty, booty, she keep that plump, yeah (Yeah, yeah)",1
"She said, ""I know you are, but what am I?""",1
There's a hundred ways to leave a lover,1
This ain't power But You ghost to me,0
SCOOTER VS. STATUS QUO,0
Do I know how to f***? They all know,0
Say you'll see me again,1
"Baby, baby, baby, baby, baby",0
"Had a man last year, life goes on",0
"As it happens to me, I begin to write the thesis",0
"This time, it was so unexpected",0
"You talk all that sweet talk, but I ain't comin' back",1
"Let me apologize, yeah",1
"Love me like I can, yeah (Love me like I, love me like I can)",1
The media blitzed and I took off and shook 'em,0
"Reach for it, I'ma put your face on it",0
Count a hundred bands and I watch it vanish,0
I am so high that I'm talkin' to stars,0
Prie mon Dieu de ne pas finir en prison,0
"b**** please (b****), Lamborghini keys",0
My window got blue in the tint (Skrrt),0
"Yeah, hunnid thousand for the cheapest ring on a n**** finger, lil' b****, woo",0
"Say she got that super soaker, well, girl, just let me see (Just let me see)",0
"When I'm back home, though, they treat me like Robert De Niro",0
I'm up in all the stores,0
"(Yeah, yeah, yeah) Shame on you (Yeah)",0
Why would I wait when there's other women?,0
Always thought T was a rex,0
You f***ing with the new me (Yeah),0
"Ooh, no, I'll never get over you until I find something new",1
"Mow your d*** lawn and sit the hell down""",1
"b****, I'm a demon in the night",0
I'm f***in' that b**** up like moshpits (Yeah),0
"BADBADNOTGOOD, Can't Leave the Night",1
"Baby got the streets on hold, he ain't drop yet",0
And I die when I think of you with someone else and,1
"Oh, back the f*** up off me (Brr, brr, brr)",0
"Hardaway (Hardaway), Hardaway (Hardaway)",0
"Curtains like waves closing in all around us, yeah, yeah, yeah",1
And pray death is quick and painless,0
"Well, there's broken silence",1
"'Cause I keep on speed racin' to the motherf***ing cash, n****, I'm a f***in' cash cow, uh",0
"Rae Sremmurd, By Chance",1
"I got him addicted, he fiendin'",0
"Ain't goin' broke, I'm just back on my old s***",0
"Tailor my clothes, no starch, please",0
And we got eleven straps with us,0
When you should be with me instead,1
You don't own me (Nah Nah Nah Nah Nah),1
Do anything for clout (Anything),0
"Some gold in they mouth (Yeah, yeah)",0
Ask me how many n****s I done put on,0
"Got me lifted, drifted higher than the ceilin'",1
"So baby, what's the hold up?",1
"ATL Jacob, ATL Jacob",0
"Woah, woah, woah, woah, woo!",0
Come with the Tony Romo for clowns and all the bozos,0
I can't be alone with all that's on my mind,1
Once I was played in rotation,0
"If she bad, I put a pinky ring on, snow globe",0
I'm the n**** that your b**** wanna top (Yeah),0
From the heat of night,1
You remind me what I used to know,1
f***ed around and tried to go and lease a helicopter,0
"No more shiners, already too much time took",0
Never hesitate to give a n**** yellow tape (Grrt),0
Just let you're heart be free,1
'Til I'm hitting old age,0
